"HiRes SSC-A","HiRes SSC-H","HiRes SSC-W","Time"
187.2,257,47736.7,0.592363
1539.2,1916,52647.7,0.593395
140.4,261,35253.8,0.593395
1648.4,2004,53907,0.593395
257.4,260,64880.6,0.597523
2849.6,3516,53114.7,0.601651
1340.3,1700,51669.4,0.601651
1448.2,1871,50726.5,0.602683
2830.1,3692,50236.6,0.603715
115.7,224,33850.5,0.605779
2610.4,3280,52157.1,0.605779
422.5,597,46380.2,0.608875
1569.1,1984,51830.9,0.609907
231.4,333,45540.6,0.610939
198.9,265,49189.1,0.610939
1368.9,1827,49103.6,0.610939
120.9,280,28297.5,0.613003
141.7,272,34141.4,0.615067
141.7,232,40027.8,0.615067
2512.9,3141,52430.9,0.616099
2514.2,3216,51234.6,0.617131
2542.8,3277,50852.9,0.623323
1657.5,2125,51118.1,0.626419
2710.5,3597,49384.3,0.626419
1158.3,1553,48879.8,0.627451
464.1,692,43952.7,0.629515
275.6,429,42101.9,0.630547
258.7,400,42385.4,0.631579
2059.2,2732,49396.7,0.631579
2992.6,3837,51113.6,0.640867
1409.2,1733,53291,0.641899
1517.1,1957,50804.6,0.648091
326.3,536,39896.3,0.649123
211.9,305,45531.4,0.649123
466.7,564,54229.9,0.650155
170.3,388,28764.9,0.651187
2596.1,3301,51541.4,0.652219
2746.9,3442,52301.2,0.653251
371.8,581,41938.5,0.653251
114.4,264,28398.9,0.653251
2834,3593,51691.9,0.656347
127.4,285,29295.7,0.659443
187.2,304,40356.4,0.662539
1548.3,2072,48971.7,0.662539
399.1,536,48797.4,0.663571
2698.8,3376,52390,0.664603
443.3,656,44286.8,0.664603
442,670,43234.2,0.669763
117,263,29154.8,0.669763
2689.7,3388,52028.4,0.670795
2672.8,3337,52491.6,0.671827
113.1,257,28840.9,0.678019
486.2,625,50981.8,0.679051
145.6,284,33598.7,0.679051
510.9,693,48315.1,0.680083
417.3,589,46431.5,0.680083
197.6,300,43166.4,0.681115
2639,3299,52424.8,0.682147
2437.5,2993,53372.5,0.684211
1501.5,1877,52425.3,0.685243
162.5,329,32369.6,0.686275
2397.2,3028,51883.4,0.687306
119.6,281,27893.6,0.687306
123.5,300,26979,0.690403
139.1,244,37360.9,0.692466
2528.5,2993,55365.1,0.692466
126.1,301,27455.4,0.693498
418.6,625,43893.4,0.696594
349.7,505,45382.1,0.696594
153.4,333,30189.9,0.697626
2718.3,3519,50624.2,0.697626
1515.8,1872,53066,0.697626
1476.8,1927,50225,0.697626
2393.3,2965,52899.6,0.700722
2610.4,3297,51888.1,0.701754
109.2,233,30714.7,0.702786
2622.1,3240,53037.6,0.703818
1610.7,2160,48869.8,0.703818
1649.7,2076,52078.4,0.70485
152.1,317,31444.9,0.705882
2753.4,3464,52092,0.706914
252.2,448,36893.3,0.706914
2828.8,3533,52473.3,0.711042
158.6,337,30842.8,0.711042
1307.8,1609,53267.9,0.711042
2905.5,3641,52297.4,0.711042
378.3,517,47954.1,0.713106
395.2,597,43383.3,0.71517
386.1,644,39291.1,0.716202
408.2,640,41799.7,0.721362
2665,3376,51733.8,0.722394
1848.6,2249,53868.3,0.722394
135.2,264,33562.4,0.723426
1561.3,2022,50604,0.724458
297.7,497,39255.7,0.72549
1757.6,2152,53525.1,0.727554
421.2,480,57507.8,0.727554
1661.4,2104,51749.8,0.728586
97.5,260,24576,0.73065
2767.7,3439,52743.2,0.731682
435.5,581,49123.8,0.731682
119.6,276,28398.9,0.731682
2525.9,3246,50997.3,0.733746
1558.7,2069,49372.1,0.734778
231.4,347,43703.3,0.734778
2579.2,3275,51612.4,0.73581
1653.6,2129,50902,0.73581
327.6,516,41607.7,0.73581
377,590,41876.4,0.738906
1662.7,2041,53388.9,0.738906
429,624,45056,0.742002
2665,3385,51596.3,0.743034
189.8,289,43040.6,0.743034
2694.9,3359,52579,0.743034
2772.9,3448,52704.4,0.745098
2602.6,3365,50687.7,0.74613
325,492,43291.1,0.749226
5627.7,3640,101323,0.75129
2576.6,3169,53285,0.753354
1329.9,1778,49019.3,0.753354
1679.6,2156,51054.9,0.753354
384.8,631,39965.5,0.754386
2652,3428,50700.5,0.755418
509.6,744,44888.6,0.75645
2918.5,3692,51805.7,0.758514
2381.6,2933,53215.3,0.760578
154.7,305,33240.7,0.760578
468,633,48453.2,0.762642
1539.2,1920,52538,0.764706
460.2,609,49523.3,0.764706
2727.4,3321,53822,0.765738
1700.4,2196,50745.6,0.767802
367.9,597,40386.4,0.767802
408.2,497,53826.5,0.770898
122.2,300,26695,0.770898
2484.3,3143,51801.2,0.77193
2440.1,3045,52517,0.773994
117,287,26716.8,0.776058
3010.8,3800,51925.2,0.776058
2652,3277,53036.8,0.779154
2949.7,3738,51715.2,0.779154
1445.6,1795,52779.3,0.780186
2633.8,3320,51990.6,0.781218
1609.4,2060,51200.8,0.781218
1647.1,2048,52707.2,0.78225
2806.7,3544,51901.8,0.78225
1654.9,2156,50304,0.783282
2771.6,3508,51778.7,0.785346
2628.6,3373,51072.6,0.789474
386.1,610,41481.1,0.790506
405.6,637,41729,0.79257
1610.7,2080,50749.4,0.79257
2626,3457,49782.3,0.793602
1472.9,1863,51813.2,0.794634
137.8,256,35276.8,0.795666
1482,1945,49935.4,0.798762
176.8,278,41679,0.799794
172.9,342,33132.1,0.80289
282.1,421,43913.8,0.804954
1645.8,2049,52639.9,0.804954
2887.3,3632,52098.6,0.804954
399.1,604,43303.7,0.807018
202.8,309,43012,0.809082
1648.4,2121,50933.3,0.809082
115.7,292,25967.5,0.810114
633.1,764,54307.4,0.810114
1519.7,1949,51100.6,0.812177
2588.3,3204,52942.2,0.812177
143,293,31985.1,0.81321
1212.9,1542,51549,0.814242
217.1,365,38980.5,0.815273
114.4,221,33924.5,0.816305
2623.4,3324,51723,0.817337
470.6,697,44248.6,0.817337
113.1,261,28398.9,0.817337
2562.3,3245,51748.2,0.81837
477.1,658,47518.6,0.823529
1331.2,1760,49569,0.825593
538.2,719,49056.3,0.825593
170.3,339,32922.7,0.825593
2380.3,2988,52207.3,0.826625
2497.3,3297,49640,0.826625
2402.4,3133,50253.3,0.827657
222.3,332,43881.5,0.828689
