"HiRes SSC-A","HiRes SSC-H","HiRes SSC-W","Time"
127.4,246,33940.2,1.19429
226.2,404,36693.7,1.20996
140.4,284,32398.8,1.211
1417,1751,53035.1,1.21623
731.9,997,48110.1,1.21727
200.2,357,36751.6,1.22145
119.6,247,31733.2,1.2225
145.6,257,37128.6,1.22668
128.7,313,26947.2,1.22877
868.4,1228,46344.8,1.22877
986.7,1358,47617.4,1.22981
250.9,394,41733.5,1.23712
126.1,242,34149.1,1.2413
133.9,249,35242,1.2413
1111.5,1436,50726.5,1.24757
139.1,328,27792.9,1.24757
1470.3,1856,51916.8,1.24966
1349.4,1789,49432.2,1.2528
260,358,47596,1.25802
144.3,292,32386.5,1.2622
124.8,257,31824.5,1.26429
1011.4,1368,48452.6,1.26638
119.6,272,28816.6,1.26952
133.9,289,30364.3,1.27056
117,260,29491.2,1.27056
237.9,361,43188.4,1.27161
118.3,273,28398.9,1.27265
733.2,1018,47201.4,1.27892
1450.8,1876,50682.1,1.29355
3130.4,3637,56407.4,1.30191
136.5,342,26156.9,1.30191
487.5,688,46437.2,1.30295
163.8,301,35663.8,1.31027
1645.8,2092,51557.9,1.31653
114.4,259,28947.2,1.31967
235.3,333,46308.2,1.33012
102.7,272,24744.7,1.33116
240.5,371,42483.6,1.3343
96.2,216,29187.8,1.33639
117,264,29044.4,1.33639
326.3,438,48822.8,1.33743
178.1,252,46317.3,1.34161
195,276,46302.6,1.34266
240.5,401,39305.3,1.34893
318.5,565,36943.7,1.36042
98.8,240,26979,1.36146
183.3,320,37539.8,1.36355
237.9,337,46264.1,1.36982
71.5,221,21202.8,1.37296
227.5,328,45455.6,1.374
120.9,273,29023.1,1.37923
221,352,41146.2,1.39177
184.6,352,34369.2,1.3949
370.5,516,47056.4,1.40012
193.7,311,40817.8,1.40221
106.6,269,25970.8,1.40326
104,232,29378.2,1.4043
257.4,456,36993.3,1.40639
83.2,208,26214.4,1.40744
110.5,257,28177.9,1.40848
375.7,480,51295.6,1.42207
122.2,282,28398.9,1.42834
7062.9,8848,52314,1.43043
960.7,1169,53858.4,1.44505
157.3,297,34709.8,1.44714
309.4,508,39915,1.46177
119.6,289,27121.5,1.46282
113.1,257,28840.9,1.46491
153.4,344,29224.5,1.46595
127.4,274,30471.8,1.47118
607.1,784,50748.6,1.47536
120.9,317,24994.6,1.47953
283.4,449,41365,1.48789
341.9,629,35622.8,1.49103
106.6,252,27722.8,1.49521
287.3,473,39806.5,1.50043
106.6,283,24686,1.50252
182,323,36927.4,1.50252
175.5,325,35389.4,1.50357
258.7,427,39705.3,1.5067
343.2,446,50430.4,1.52237
113.1,252,29413.2,1.52342
335.4,450,48846.2,1.52864
71.5,214,21896.4,1.52969
201.5,373,35403.5,1.53282
85.8,209,26904.2,1.54014
211.9,296,46915.8,1.55059
119.6,260,30146.6,1.55477
204.1,448,29856.9,1.55685
301.6,488,40503.4,1.5579
245.7,324,49698.1,1.56521
910,1268,47032.9,1.57357
150.8,277,35678.1,1.58193
15164.5,18525,53647.5,1.5882
198.9,269,48457.7,1.59238
1029.6,1244,54241,1.59343
1114.1,1417,51526.9,1.5976
143,262,35769.6,1.59969
102.7,245,27471.6,1.60387
243.1,435,36624.8,1.60492
726.7,1075,44302.3,1.60701
3129.1,3720,55126,1.60805
271.7,465,38292.8,1.6091
599.3,724,54248.2,1.61014
312,437,46790,1.61119
882.7,1148,50390.8,1.61223
89.7,217,27090.2,1.61328
378.3,422,58749.5,1.61432
218.4,264,54216.1,1.61746
219.7,377,38191.7,1.62059
110.5,221,32768,1.63522
105.3,249,27714.6,1.63522
144.3,304,31108,1.64044
218.4,389,36794.5,1.64253
162.5,373,28551.2,1.64671
119.6,312,25122.1,1.65403
97.5,219,29177,1.65403
193.7,340,37336.2,1.66448
231.4,328,46234.8,1.66657
145.6,321,29726,1.66866
174.2,242,47175.1,1.67597
210.6,371,37201.8,1.67701
304.2,348,57287.5,1.6791
114.4,248,30231.1,1.68955
146.9,276,34881.3,1.6906
635.7,828,50315.5,1.69164
163.8,305,35196.1,1.70105
118.3,276,28090.2,1.70209
809.9,841,63112.5,1.70418
1014,1336,49740.6,1.70523
118.3,273,28398.9,1.70732
609.7,713,56041.1,1.70941
161.2,261,40476.6,1.71881
149.5,253,38725.8,1.71985
473.2,593,52296.2,1.72612
178.1,324,36024.6,1.72717
395.2,688,37645.1,1.73657
245.7,423,38066.7,1.73866
123.5,264,30657.9,1.73971
325,508,41927.6,1.74284
421.2,700,39433.9,1.74389
266.5,440,39694,1.74493
357.5,499,46952.1,1.7512
315.9,388,53357.8,1.75329
256.1,351,47817,1.75329
117,261,29378.2,1.76374
150.8,325,30408.7,1.76792
131.3,256,33612.8,1.78046
1085.5,1333,53367.8,1.78568
1166.1,1248,61235.2,1.78882
2117.7,2873,48306.9,1.78882
118.3,253,30643.9,1.79613
93.6,216,28398.9,1.79613
136.5,336,26624,1.79613
345.8,504,44965,1.79926
146.9,381,25268.3,1.80449
148.2,316,30735.6,1.81703
130,332,25661.7,1.81807
722.8,925,51210.2,1.81807
704.6,413,111808,1.81807
104,236,28880.3,1.81912
208979,224340,61048.6,1.83061
237.9,404,38591.6,1.83688
208,349,39058.7,1.83792
192.4,328,38442.5,1.84419
122.2,249,32162.6,1.84837
206.7,337,40196.7,1.863
265.2,500,34760.3,1.863
215.8,400,35356.7,1.86405
154.7,249,40716.5,1.86927
123.5,216,37470.8,1.87136
2073.5,2833,47966.4,1.87658
193.7,313,40556.9,1.87972
94.9,249,24977.4,1.88076
231.4,343,44212.9,1.88076
717.6,773,60839.1,1.88181
169,289,38323.8,1.88494
172.9,265,42759.1,1.88599
293.8,449,42883,1.88599
713.7,950,49234.8,1.89017
240.5,404,39013.4,1.8933
221,404,35850.1,1.90062
141.7,269,34522.1,1.90166
2189.2,2421,59261.2,1.90898
512.2,776,43257.1,1.91211
119.6,272,28816.6,1.91316
197.6,397,32619.4,1.91525
179.4,325,36175.9,1.92047
201.5,292,45224.3,1.92047
157.3,293,35183.7,1.92256
413.4,628,43141.1,1.92465
322.4,453,46642,1.92569
436.8,513,55801.4,1.93092
154.7,275,36867,1.94346
266.5,421,41485.4,1.95182
149.5,276,35498.7,1.95182
126.1,295,28013.9,1.95808
123.5,313,25858.5,1.96435
122.2,279,28704.3,1.96853
102.7,297,22661.8,1.97062
312,460,44450.5,1.97167
165.1,280,38642.8,1.97376
561.6,756,48683.9,1.97689
267.8,476,36870.9,1.99988
373.1,480,50940.6,2.00928
101.4,257,25857.4,2.01242
419.9,580,47445.8,2.01346
205.4,276,48772.1,2.01764
102.7,209,32203.6,2.02182
106.6,240,29108.9,2.02809
195,325,39321.6,2.03018
282.1,373,49564.9,2.04063
110.5,253,28623.4,2.05839
348.4,475,48068.9,2.06048
153.4,269,37372.6,2.06153
29489.2,36214,53366.2,2.06884
258.7,339,50012.3,2.07615
150.8,256,38604.8,2.0772
193.7,382,33231.2,2.0772
223.6,412,35567.6,2.08138
344.5,515,43839.1,2.0866
107.9,224,31568.5,2.09392
128.7,229,36831.8,2.09496
182,313,38107.2,2.09705
252.2,432,38259.7,2.10228
326.3,396,54001,2.10437
110.5,289,25057.9,2.11064
117,216,35498.7,2.11795
1797.9,2290,51452.9,2.12317
158.6,347,29953.9,2.12317
293.8,421,45735.1,2.13989
156,289,35375.8,2.14512
336.7,476,46357.1,2.15034
106.6,253,27613.2,2.15348
105.3,250,27603.8,2.15765
144.3,316,29926.7,2.1587
153.4,241,41714.6,2.15974
510.9,659,50807.8,2.16915
1235,1536,52693.3,2.17333
2844.4,3749,49722.8,2.17646
920.4,1152,52360.5,2.18587
197.6,277,46750.6,2.19945
1310.4,1508,56948.5,2.20049
153.4,240,41888.4,2.20676
110.5,267,27122.6,2.20781
240.5,436,36150,2.22871
301.6,432,45753.8,2.22975
221,305,47486.7,2.23915
174.2,320,35676.2,2.24438
104,221,30840.5,2.24751
150.8,344,28729.2,2.25169
224.9,352,41872.3,2.25796
527.8,641,53962.4,2.26005
1099.8,1329,54233.6,2.2611
178.1,416,28057.6,2.26423
110.5,257,28177.9,2.26423
128.7,320,26357.8,2.26946
149.5,233,42049.9,2.27259
171.6,309,36394.8,2.28304
377,540,45753.8,2.28513
227.5,317,47032.9,2.28826
291.2,433,44074.1,2.2914
128.7,284,29698.9,2.3008
263.9,460,37597.7,2.3008
1534,1786,56289,2.30289
166.4,365,29877.2,2.30394
371.8,535,45544.5,2.31438
165.1,325,33292.3,2.31647
183.3,341,35228,2.3217
145.6,325,29360.1,2.32483
136.5,301,29719.8,2.32692
296.4,448,43359.1,2.32797
341.9,513,43677.9,2.33006
150.8,256,38604.8,2.33215
130,297,28685.8,2.33424
176.8,237,48889.3,2.33737
154.7,260,38993.9,2.33842
244.4,417,38410.1,2.33946
284.7,448,41647.5,2.3426
104,241,28281.1,2.35409
136.5,284,31498.8,2.35618
139.1,236,38627.4,2.35827
89.7,208,28262.4,2.36349
301.6,504,39217.6,2.37708
110.5,248,29200.5,2.37812
120.9,245,32340,2.38021
347.1,504,45134,2.38439
148.2,297,32701.8,2.3938
161.2,285,37068.1,2.39693
195,389,32852.2,2.40215
223.6,336,43612.6,2.40738
315.9,448,46211.7,2.41992
3829.8,4882,51411.3,2.42932
150.8,245,40338.1,2.43141
130,336,25356.2,2.43768
4100.2,4968,54088.3,2.43768
183.3,320,37539.8,2.43872
230.1,280,53856.5,2.43872
237.9,472,33031.8,2.44186
252.2,348,47494.8,2.44604
179.4,348,33784.9,2.44604
143,329,28485.3,2.44708
1042.6,1204,56750.7,2.45544
102.7,253,26603,2.46589
192.4,301,41890.8,2.46589
4278.3,5153,54411.5,2.46798
395.2,389,66580.5,2.46798
161.2,359,29427.3,2.47112
101.4,252,26370.4,2.47321
114.4,302,24825.6,2.47529
120.9,272,29129.8,2.47634
197.6,393,32951.4,2.48888
569.4,656,56884.4,2.49933
273,307,58277.9,2.50037
926.9,1193,50918.1,2.50246
120.9,305,25978,2.50873
279.5,328,55845.5,2.51082
131.3,325,26476.5,2.51187
149.5,326,30054.1,2.51291
148.2,336,28906.1,2.52231
182,268,44505.8,2.53276
127.4,261,31989.6,2.54321
111.8,260,28180.5,2.55262
185.9,357,34126.4,2.56933
146.9,249,38663.6,2.57874
113.1,244,30377.5,2.59023
93.6,240,25559,2.59023
130,368,23151.3,2.60068
189.8,360,34552,2.60381
117,284,26999,2.6059
349.7,517,44328.7,2.60695
314.6,442,46646.2,2.60695
113.1,269,27554.4,2.61113
13504.4,16405,53948.5,2.62053
97.5,220,29044.4,2.63411
120.9,244,32472.5,2.63516
153.4,265,37936.7,2.63934
140.4,288,31948.8,2.64352
1925.3,2454,51416.6,2.64561
201.5,437,30218.5,2.64665
297.7,517,37737.1,2.64979
153.4,320,31416.3,2.6686
128.7,269,31355,2.67382
1487.2,1923,50683.9,2.67695
286,472,39710.4,2.68218
161.2,289,36555,2.68322
395.2,560,46249.7,2.69785
104,229,29763.1,2.70308
141.7,317,29294.8,2.70412
171.6,289,38913.4,2.7083
1041.3,1124,60714.1,2.71353
598,786,49860.7,2.71561
230.1,347,43457.7,2.72188
271.7,351,50729.7,2.72397
553.8,641,56620.6,2.73024
98.8,213,30398.9,2.73129
3572.4,4189,55889.4,2.73547
111.8,265,27648.8,2.73756
380.9,521,47913,2.73965
141.7,297,31267.5,2.74592
245.7,349,46138.1,2.7501
1645.8,2129,50661.9,2.75427
465.4,697,43759.6,2.75636
137.8,317,28488.5,2.75845
159.9,301,34814.6,2.76577
1021.8,637,105125,2.76577
257.4,460,36671.7,2.76577
113.1,280,26471.9,2.76681
263.9,376,45997.2,2.77831
665.6,976,44693.4,2.78667
3736.2,4596,53275.8,2.79293
439.4,577,49907.3,2.80025
352.3,463,49866.8,2.80129
614.9,817,49324.5,2.80547
250.9,341,48219.9,2.80965
2139.8,2722,51518.7,2.81383
267.8,420,41787,2.81383
102.7,232,29011,2.81383
205.4,269,50041.2,2.81592
144.3,236,40071.4,2.82951
270.4,450,39379.9,2.83055
352.3,417,55367.7,2.83473
943.8,1337,46262.4,2.84518
352.3,524,44061.7,2.86294
312,522,39170.9,2.86817
5827.9,7304,52291.5,2.86921
2852.2,1617,115598,2.8713
100.1,276,23768.7,2.8713
436.8,640,44728.3,2.87757
92.3,241,25099.5,2.88384
210.6,349,39546.9,2.88593
94.9,224,27765,2.88593
119.6,305,25698.7,2.89011
145.6,295,32345.9,2.89115
113.1,268,27657.2,2.89324
270.4,380,46634,2.89638
149.5,272,36020.7,2.89742
356.2,245,95281.3,2.91623
261.3,362,47305.4,2.91936
167.7,312,35225.6,2.92459
452.4,597,49662.5,2.92772
96.2,221,28527.4,2.93399
123.5,257,31493,2.93922
122.2,241,33230.3,2.93922
209.3,316,43407.2,2.9528
217.1,292,48725.6,2.9622
2091.7,2717,50453.3,2.97788
491.4,549,58660.1,2.97892
113.1,213,34798.7,2.97997
297.7,425,45906,2.98206
87.1,235,24290.2,2.98415
127.4,272,30695.9,2.98624
20961.2,21777,63080.9,2.98728
426.4,621,44999.3,2.9925
131.3,272,31635.6,3.01027
146.9,272,35394.3,3.02176
200.2,305,43017.4,3.02594
131.3,325,26476.5,3.02699
109.2,250,28626.1,3.03743
107.9,293,24134.2,3.05415
906.1,1138,52181.2,3.0646
193.7,341,37226.8,3.06565
189.8,313,39740.4,3.07296
117,320,23961.6,3.074
406.9,565,47197.5,3.07505
347.1,453,50215.3,3.07609
102.7,270,24928,3.07714
135.2,232,38191.7,3.08027
254.8,445,37524.9,3.08132
196.3,292,44057.2,3.08341
965.9,1281,49415.5,3.08341
189.8,294,42308.6,3.0949
726.7,998,47720.5,3.09908
250.9,329,49978.7,3.1064
135.2,257,34476.5,3.10953
136.5,257,34808,3.11162
161.2,353,29927.5,3.11266
382.2,509,49209.9,3.1158
568.1,800,46538.8,3.11893
114.4,289,25942.3,3.11893
92.3,245,24689.7,3.12207
258.7,373,45453.5,3.12729
157.3,263,39197,3.13043
314.6,466,44243.8,3.13147
575.9,705,53535,3.13356
328.9,482,44719.5,3.13774
106.6,250,27944.5,3.13879
115.7,229,33111.4,3.13983
139.1,249,36610.7,3.14819
221,337,42977.6,3.14924
179.4,332,35413.1,3.15341
453.7,605,49146.6,3.16595
445.9,709,41216.5,3.18163
231.4,397,38199.1,3.18999
130,282,30211.6,3.19208
100.1,226,29027.2,3.20984
196.3,281,45781.9,3.21088
443.3,560,51878.8,3.2276
2939.3,3592,53627.5,3.23282
213.2,289,48347,3.23282
473.2,693,44749.8,3.23387
240.5,356,44273.6,3.24014
510.9,705,47492.7,3.2485
119.6,321,24417.8,3.25268
262.6,464,37090,3.25581
174.2,276,41363.7,3.25999
198.9,302,43162.6,3.25999
218.4,321,44589,3.26104
141.7,228,40730,3.2694
89.7,236,24909.2,3.27357
144.3,346,27331.9,3.28089
130,245,34774.2,3.28402
145.6,261,36559.5,3.28716
136.5,349,25632.3,3.28925
105.3,244,28282.5,3.29029
309.4,524,38696.3,3.29029
249.6,417,39227.3,3.29656
104,262,26014.3,3.30283
163.8,287,37403.5,3.30701
104,265,25719.8,3.30701
92.3,220,27495.3,3.31328
284.7,413,45177,3.31432
118.3,244,31774.2,3.31641
3718,4596,53016.3,3.31641
163.8,288,37273.6,3.31955
315.9,476,43493.3,3.32477
829.4,1152,47183.6,3.32582
336.7,324,68104.9,3.32686
118.3,288,26919.8,3.34149
107.9,217,32586.8,3.34358
97.5,233,27423.9,3.34463
206.7,349,38814.6,3.35298
185.9,420,29007.5,3.35507
119.6,291,26935.1,3.36552
221,317,45689.1,3.36761
383.5,613,41000.1,3.37806
309.4,444,45668.6,3.39164
133.9,277,31679.7,3.39896
154.7,296,34251.4,3.40732
1201.2,1569,50173.3,3.40836
617.5,824,49112.2,3.41463
126.1,241,34290.8,3.41986
8554,10813,51844.5,3.4209
440.7,641,45057.3,3.42404
145.6,345,27658.1,3.42404
379.6,537,46326.7,3.42717
132.6,328,26494.1,3.43657
118.3,293,26460.4,3.44075
137.8,285,31687.2,3.44075
128.7,253,33337.9,3.44702
109.2,216,33132.1,3.45016
45117.8,46832,63137.2,3.45747
162.5,264,40339.4,3.4627
626.6,776,52918.6,3.46792
312,504,40569.9,3.49613
204.1,341,39225.5,3.49927
204.1,393,34035.4,3.50136
435.5,517,55204.9,3.50136
208,320,42598.4,3.50554
2860,3556,52708.9,3.50972
97.5,241,26513.5,3.50972
1011.4,1456,45524.1,3.5233
564.2,808,45761.6,3.52539
776.1,953,53370.9,3.52643
123.5,272,29756.2,3.53061
4280.9,5469,51298.8,3.53166
101.4,249,26688.2,3.53479
152.1,257,38786.1,3.54838
180.7,293,40417.6,3.5536
278.2,350,52091.8,3.55778
328.9,469,45959,3.56196
574.6,812,46375.6,3.56196
156,285,35872.3,3.56405
101.4,217,30623.7,3.56927
227.5,405,36813.4,3.57032
111.8,249,29425.4,3.57241
1509.3,2024,48870.3,3.57345
315.9,437,47374.9,3.5839
172.9,285,39758.5,3.58495
252.2,252,65588,3.59122
223.6,380,38562.8,3.59644
110.5,281,25771.3,3.60062
176.8,342,33879.4,3.60271
123.5,256,31616,3.60375
218.4,315,45438.3,3.60689
156,273,37449.1,3.60689
146.9,303,31773.1,3.61107
323.7,388,54675.3,3.6142
4425.2,4312,67256.5,3.61734
224.9,364,40491.9,3.62152
118.3,240,32303.8,3.62361
96.2,247,25524.5,3.62465
3286.4,3572,60296.1,3.62883
140.4,288,31948.8,3.63405
119.6,257,30498.5,3.64555
127.4,308,27108.1,3.64764
118.3,289,26826.7,3.64973
218.4,431,33209,3.65809
150.8,304,32509.3,3.66749
214.5,304,46241.7,3.66749
114.4,261,28725.4,3.6748
136.5,251,35640.1,3.67585
2454.4,3046,52807.5,3.68212
109.2,249,28741.1,3.68316
83.2,209,26089,3.68421
224.9,472,31226.8,3.68943
869.7,1221,46680.3,3.70511
159.9,231,45364.5,3.71346
208,417,32689.4,3.7166
206.7,396,34207.8,3.72078
132.6,277,31372.1,3.72496
235.3,420,36715.8,3.726
228.8,320,46858.2,3.72809
383.5,577,43558.2,3.73436
117,284,26999,3.7375
137.8,225,40137.2,3.74272
266.5,396,44104.4,3.74377
3299.4,1116,193754,3.74795
124.8,256,31948.8,3.74795
157.3,329,31333.8,3.75317
217.1,317,44882.9,3.75421
158.6,336,30934.6,3.75526
135.2,231,38357,3.75526
149.5,229,42784.4,3.76257
91,213,27998.9,3.77093
183.3,291,41280.9,3.78765
273,432,41415.1,3.79183
334.1,525,41705.9,3.79601
699.4,931,49233,3.80959
1228.5,1385,58130.7,3.81168
176.8,320,36208.6,3.81482
219.7,330,43631.1,3.81586
184.6,313,38651.6,3.82109
14203.8,17133,54331.4,3.82631
227.5,260,57344,3.8284
241.8,388,40841.8,3.83049
288.6,465,40674.6,3.83153
192.4,395,31921.8,3.83885
102.7,245,27471.6,3.84512
171.6,268,41962.6,3.85139
83.2,249,21898,3.85348
427.7,577,48578.4,3.85975
137.8,315,28669.4,3.86811
