"HiRes SSC-A","HiRes SSC-H","HiRes SSC-W","Time"
202.8,372,35727.7,0.169521
4841.2,5961,53224.8,0.170555
132.6,308,28214.5,0.172622
106.6,232,30112.7,0.174689
635.7,857,48612.9,0.176757
3161.6,4052,51134.9,0.178824
157.3,335,30772.6,0.178824
492.7,705,45800.8,0.179858
241.8,304,52127,0.179858
165.1,353,30651.5,0.179858
3777.8,4811,51461.6,0.180891
3996.2,4935,53068.9,0.180891
107.9,227,31151.3,0.182959
2847,3614,51627.3,0.182959
123.5,211,38358.7,0.183992
639.6,861,48683.9,0.183992
380.9,524,47638.7,0.185026
2871.7,3667,51322.5,0.18606
180.7,348,34029.8,0.187093
111.8,260,28180.5,0.189161
507,676,49152,0.190194
2645.5,3178,54554.9,0.193295
178.1,255,45772.4,0.195363
208,326,41814.4,0.196396
171.6,293,38382.2,0.196396
100.1,212,30944.1,0.196396
4084.6,5128,52201.3,0.19743
2632.5,3388,50921.9,0.19743
548.6,700,51361.5,0.19743
2082.6,2778,49130.8,0.198464
651.3,949,44977.4,0.199497
2566.2,3322,50625.7,0.199497
861.9,1192,47387.1,0.199497
170.3,285,39160.6,0.201565
715,961,48759.9,0.201565
219.7,397,36267.7,0.204666
2314,2827,53643.5,0.204666
4017,5006,52588.5,0.205699
475.8,728,42832.5,0.207767
2263.3,3009,49294.7,0.210868
100.1,231,28398.9,0.213969
1878.5,2484,49560.9,0.215002
4286.1,5456,51483.5,0.216036
750.1,960,51206.8,0.216036
371.8,497,49026.7,0.21707
279.5,509,35986.9,0.21707
748.8,969,50643.3,0.221204
3896.1,4908,52024.2,0.223272
4176.9,5184,52804.3,0.223272
3915.6,4849,52920.8,0.224305
174.2,281,40627.7,0.225339
754,1049,47106,0.226373
4010.5,4916,53464.6,0.226373
4470.7,5680,51583.1,0.22844
248.3,392,41511.7,0.229474
2395.9,2934,53516.6,0.230507
3740.1,4792,51150.1,0.231541
119.6,280,27993.2,0.231541
1524.9,1936,51619.8,0.232575
221,365,39680.7,0.232575
276.9,462,39279,0.232575
4219.8,5221,52968.6,0.233608
2697.5,3377,52349.2,0.234642
4321.2,5436,52096.1,0.234642
118.3,248,31261.7,0.234642
451.1,401,73723.9,0.235676
319.8,360,58217.8,0.235676
2698.8,3252,54387.6,0.235676
668.2,916,47806.9,0.236709
348.4,533,42838.2,0.236709
104,217,31409,0.237743
4186,5180,52960.2,0.238777
179.4,351,33496.2,0.23981
89.7,216,27215.6,0.241878
241.8,449,35293.1,0.241878
178.1,273,42754.4,0.242911
4245.8,5260,52899.8,0.242911
2486.9,3030,53789.3,0.242911
274.3,467,38493.6,0.243945
592.8,848,45813.4,0.243945
4098.9,5093,52744.1,0.243945
162.5,332,32077.1,0.243945
4009.2,5017,52371.3,0.244979
210.6,428,32247.4,0.246012
110.5,260,27852.8,0.249113
2564.9,3250,51721,0.249113
4234.1,5093,54483.8,0.250147
1055.6,1328,52093.2,0.250147
4097.6,5149,52153.9,0.250147
2583.1,3291,51439.1,0.251181
107.9,220,32142.4,0.253248
105.3,231,29874.2,0.253248
107.9,257,27514.9,0.254282
118.3,261,29704.6,0.254282
3937.7,4840,53318.4,0.255315
8230.3,7560,71346.7,0.257383
2853.5,3433,54473.3,0.257383
692.9,988,45961.4,0.257383
234,384,39936,0.258416
752.7,1036,47614.8,0.25945
4071.6,5149,51823,0.25945
417.3,689,39692.6,0.260484
289.9,445,42694.1,0.262551
4330.3,5372,52827.7,0.263585
3673.8,4513,53349.5,0.264618
288.6,409,46243.7,0.265652
106.6,220,31755.2,0.267719
145.6,364,26214.4,0.269787
198.9,309,42184.8,0.269787
123.5,281,28803.2,0.272888
2629.9,3320,51913.6,0.273921
590.2,714,54172.7,0.275989
175.5,345,33337.9,0.277022
581.1,777,49012.8,0.278056
3906.5,5000,51203.3,0.278056
2527.2,3156,52478.6,0.278056
730.6,904,52965.3,0.27909
2667.6,3285,53218.8,0.27909
2559.7,3149,53271.7,0.280123
174.2,313,36474,0.281157
4149.6,5077,53564.7,0.282191
208,353,38616.1,0.284258
84.5,235,23565.1,0.285292
3971.5,4884,53291.6,0.286325
313.3,420,48886.7,0.286325
778.7,980,52074.4,0.288393
305.5,364,55003.4,0.288393
117,281,27287.2,0.289426
3777.8,4752,52100.6,0.29046
2477.8,3184,51000.3,0.29046
4540.9,5600,53141.5,0.291494
399.1,504,51895.7,0.291494
152.1,320,31150.1,0.292527
171.6,313,35929.6,0.293561
1128.4,1229,60171.5,0.295628
227.5,312,47786.7,0.298729
312,485,42159.2,0.298729
673.4,865,51019.6,0.299763
2073.5,2653,51220.8,0.299763
4317.3,5472,51706.6,0.299763
3928.6,4881,52748.4,0.300797
266.5,408,42807.2,0.302864
4139.2,5221,51956.8,0.302864
4078.1,5213,51268.4,0.303898
276.9,420,43206.9,0.303898
2854.8,3489,53623.4,0.303898
93.6,217,28268.1,0.303898
3628.3,4488,52982.2,0.304931
505.7,676,49026,0.305965
122.2,285,28100,0.306999
878.8,757,76080.6,0.306999
274.3,505,35597.1,0.309066
3571.1,4422,52925.3,0.3101
4395.3,5433,53018.7,0.312167
738.4,1040,46530.6,0.312167
646.1,801,52862.4,0.315268
109.2,272,26310.8,0.315268
705.9,944,49006.2,0.317335
265.2,453,38366.8,0.318369
291.2,433,44074.1,0.319402
4261.4,5281,52883,0.32147
3689.4,4620,52335.2,0.322504
221,402,36028.5,0.322504
128.7,321,26275.7,0.323537
3961.1,4899,52989.3,0.324571
237.9,360,43308.4,0.327672
3936.4,4978,51823.2,0.328705
2844.4,3724,50056.6,0.330773
132.6,258,33682.5,0.330773
230.1,399,37794.1,0.331806
2346.5,2993,51380,0.331806
201.5,332,39775.6,0.33284
245.7,348,46270.7,0.335941
278.2,450,40515.8,0.336975
653.9,804,53301,0.336975
2588.3,3304,51339.8,0.339042
234,436,35173,0.341109
774.8,989,51342.1,0.342143
4219.8,5340,51788.2,0.342143
